,Text,Classification,Sentiment
203," Such is the only true democratic test, the only test that can with propriety be applied in a republic",Non-Aligned,0.4215
204," There have been many republics in the past, both in what we call antiquity and in what we call the Middle Ages",Non-Aligned,0.0
205," They fell, and the prime factor in their fall was the fact that the parties tended to divide along the wealth that separates wealth from poverty",Labour,0.7506
206, It made no difference which side was successful; it made no difference whether the republic fell under the rule of and oligarchy or the rule of a mob,Conservative,0.5719
207," In either case, when once loyalty to a class had been substituted for loyalty to the republic, the end of the republic was at hand",Non-Aligned,0.4939
208," There is no greater need to-day than the need to keep ever in mind the fact that the cleavage between right and wrong, between good citizenship and bad citizenship, runs at right angles to, and not parallel with, the lines of cleavage between class and class, between occupation and occupation",Anti-Green,-0.296
209, Ruin looks us in the face if we judge a man by his position instead of judging him by his conduct in that position,Anti-LibDem,-0.5859
210,"In a republic, to be successful we must learn to combine intensity of conviction with a broad tolerance of difference of conviction",Conservative,0.5719
211," Wide differences of opinion in matters of religious, political, and social belief must exist if conscience and intellect alike are not be stunted, if there is to be room for healthy growth",Green,0.6908
212," Bitter internecine hatreds, based on such differences, are signs, not of earnestness of belief, but of that fanaticism which, whether religious or antireligious, democratic or antidemocratic, it itself but a manifestation of the gloomy bigotry which has been the chief factor in the downfall of so many, many nations",Green,0.4404
213,"Of one man in especial, beyond any one else, the citizens of a republic should beware, and that is of the man who appeals to them to support him on the ground that he is hostile to other citizens of the republic, that he will secure for those who elect him, in one shape or another, profit at the expense of other citizens of the republic",Labour,0.6808
214," It makes no difference whether he appeals to class hatred or class interest, to religious or antireligious prejudice",Labour,0.4588
215, The man who makes such an appeal should always be presumed to make it for the sake of furthering his own interest,Green,0.4588
216," The very last thing an intelligent and self-respecting member of a democratic community should do is to reward any public man because that public man says that he will get the private citizen something to which this private citizen is not entitled, or will gratify some emotion or animosity which this private citizen ought not to possess",Green,0.5719
217, Let me illustrate this by one anecdote from my own experience,Non-Aligned,0.0
218, A number of years ago I was engaged in cattle-ranching on the great plains of the western Unite States,Labour,0.6597
219, There were no fences,LibDem,0.0
220," The cattle wandered free, the ownership of each one was determined by the brand; the calves were branded with the brand of the cows they followed",Conservative,0.5106
221," If on a round-up and animal was passed by, the following year it would appear as an unbranded yearling, and was then called a maverick",Non-Aligned,0.0
222, By the custom of the country these mavericks were branded with the brand of the man on whose range they were found,Non-Aligned,0.0
223," One day I was riding the range with a newly hired cowboy, and we came upon a maverick",Non-Aligned,0.0
224," We roped and threw it; then we built a fire, took out a cinch-ring, heated it in the fire; and then the cowboy started to put on the brand",Non-Aligned,-0.5859
225," I said to him, “It So-and-so’s brand,” naming the man on whose range we happened to be",UKIP,0.0
226," He answered: “That’s all right, boss; I know my business",Labour,0.0
227,"” In another moment I said to him: “Hold on, you are putting on my brand!” To which he answered: “That’s all right; I always put on the boss’s brand",LibDem,0.0
228,"” I answered: “Oh, very well",Labour,0.2732
229, Now you go straight back to the ranch and get whatever is owing to you; I don’t need you any longer,Non-Aligned,0.2263
230,"” He jumped up and said: “Why, what’s the matter? I was putting on your brand",Non-Aligned,0.0258
231,"” And I answered: “Yes, my friend, and if you will steal for me then you will steal from me",Non-Aligned,-0.4939
232,"”Now, the same principle which applies in private life applies also in public life",Labour,0.0
233," If a public man tries to get your vote by saying that he will do something wrong in your interest, you can be absolutely certain that if ever it becomes worth his while he will do something wrong against your interest",Green,0.4215
234,"So much for the citizenship to the individual in his relations to his family, to his neighbor, to the State",Non-Aligned,0.0
235," There remain duties of citizenship which the State, the aggregation of all the individuals, owes in connection with other States, with other nations",Conservative,0.0
236, Let me say at once that I am no advocate of a foolish cosmopolitanism,Non-Aligned,-0.2732
237," I believe that a man must be a good patriot before he can be, and as the only possible way of being, a good citizen of the world",LibDem,0.7003
238," Experience teaches us that the average man who protests that his international feeling swamps his national feeling, that he does not care for his country because he cares so much for mankind, in actual practice proves himself the foe of mankind; that the man who says that he does not care to be a citizen of any one country, because he is the citizen of the world, is in fact usually and exceedingly undesirable citizen of whatever corner of the world he happens at the moment to be in",Green,0.6908
239," In the dim future all moral needs and moral standards may change; but at present, if a man can view his own country and all others countries from the same level with tepid indifference, it is wise to distrust him, just as it is wise to distrust the man who can take the same dispassionate view of his wife and mother",Labour,0.1531
240," However broad and deep a man’s sympathies, however intense his activities, he need have no fear that they will be cramped by love of his native land",Conservative,0.0516
241,"Now, this does not mean in the least that a man should not wish to good outside of his native land",Green,0.6808
242," On the contrary, just as I think that the man who loves his family is more apt to be a good neighbor than the man who does not, so I think that the most useful member of the family of nations is normally a strongly patriotic nation",LibDem,0.7964
243," So far from patriotism being inconsistent with a proper regard for the rights of other nations, I hold that the true patriot, who is as jealous of the national honor as a gentleman of his own honor, will be careful to see that the nations neither inflicts nor suffers wrong, just as a gentleman scorns equally to wrong others or to suffer others to wrong him",Non-Aligned,0.9685
244," I do not for one moment admit that a man should act deceitfully as a public servant in his dealing with other nations, any more than he should act deceitfully in his dealings as a private citizen with other private citizens",Anti-Green,-0.6369
245, I do not for one moment admit that a nation should treat other nations in a different spirit from that in which an honorable man would treat other men,Non-Aligned,0.8779
246,"In practically applying this principle to the two sets of cases there is, of course, a great practical difference to be taken into account",Labour,0.6249
247," We speak of international law; but international law is something wholly different from private of municipal law, and the capital difference is that there is a sanction for the one and no sanction for the other; that there is an outside force which compels individuals to obey the one, while there is no such outside force to compel obedience as regards to the other",LibDem,0.0
248," International law will, I believe, as the generations pass, grow stronger and stronger until in some way or other there develops the power to make it respected",Conservative,0.8074
249, But as yet it is only in the first formative period,Non-Aligned,0.0
250," As yet, as a rule, each nation is of necessity to judge for itself in matters of vital importance between it and its neighbors, and actions must be of necessity, where this is the case, be different from what they are where, as among private citizens, there is an outside force whose action is all-powerful and must be invoked in any crisis of importance",Green,0.3182
251," It is the duty of wise statesman, gifted with the power of looking ahead, to try to encourage and build up every movement which will substitute or tend to substitute some other agency for force in the settlement of international disputes",Labour,0.7184
252, It is the duty of every honest statesman to try to guide the nation so that it shall not wrong any other nation,Conservative,0.0516
253," But as yet the great civilized peoples, if they are to be true to themselves and to the cause of humanity and civilization, must keep in mind that in the last resort they must possess both the will and the power to resent wrong-doings from others",UKIP,0.7351
254," The men who sanely believe in a lofty morality preach righteousness; but they do not preach weakness, whether among private citizens or among nations",Non-Aligned,-0.4404
255," We believe that our ideals should be so high, but not so high as to make it impossible measurably to realize them",Non-Aligned,0.5267
256," We sincerely and earnestly believe in peace; but if peace and justice conflict, we scorn the man who would not stand for justice though the whole world came in arms against him",Anti-Green,-0.6124
257,"And now, my hosts, a word in parting",Non-Aligned,0.0
258, You and I belong to the only two republics among the great powers of the world,Non-Aligned,0.6249
259," The ancient friendship between France and the United States has been, on the whole, a sincere and disinterested friendship",UKIP,0.802
260, A calamity to you would be a sorrow to us,Anti-Labour,-0.5267
261, But it would be more than that,Non-Aligned,0.0
262," In the seething turmoil of the history of humanity certain nations stand out as possessing a peculiar power or charm, some special gift of beauty or wisdom of strength, which puts them among the immortals, which makes them rank forever with the leaders of mankind",Non-Aligned,0.9337
263, France is one of these nations,Conservative,0.0
264, For her to sink would be a loss to all the world,Anti-Labour,-0.3182
265, There are certain lessons of brilliance and of generous gallantry that she can teach better than any of her sister nations,Non-Aligned,0.6124
266," When the French peasantry sang of Malbrook, it was to tell how the soul of this warrior-foe took flight upward through the laurels he had won",Non-Aligned,0.0
267," Nearly seven centuries ago, Froisart, writing of the time of dire disaster, said that the realm of France was never so stricken that there were not left men who would valiantly fight for it",Anti-UKIP,-0.4401
268, You have had a great past,Non-Aligned,0.6249
269, I believe you will have a great future,Conservative,0.6249
270, Long may you carry yourselves proudly as citizens of a nation which bears a leading part in the teaching and uplifting of mankind,Labour,0.0
