id,created_at,text,retweet_count,favorite_count,media_count,url_count,Party,Sentiment
854104353443131392,2017-04-17 22:48:41,blankeh,1,1,1,0,NA,0
853675309463465984,2017-04-16 18:23:48,great weekend rguhack well done everyon fantast project proud deserv itand sleep rguc rgucomput,5,6,0,0,NA,0
853323366408871937,2017-04-15 19:05:19,slideshar karaok rguhack thi basic day job,0,3,0,0,NA,0
853259732471209988,2017-04-15 14:52:27,blankeh,0,1,0,1,NA,0
853234544744570880,2017-04-15 13:12:22,sophi ha start shout alreadi rguhack,0,1,0,0,NA,0
852970641556942852,2017-04-14 19:43:43,blankeh rguhack mlhack,0,1,0,1,NA,0
852647559248187394,2017-04-13 22:19:54,rt rguhack big thank primari sponsor teamcodifi cant wait saturday code challeng prize head sign rguh,3,0,0,0,NA,0
852647542395473922,2017-04-13 22:19:50,rt rguhack huge thank fifthr sponsor hackathon thi year sure youv sign,2,0,0,1,NA,0
852647498426527745,2017-04-13 22:19:39,rt rguhack thank redgat sponsor thi year great see compani come back hack fun,2,0,0,0,NA,0
852647479728328704,2017-04-13 22:19:35,rt rguhack wed like also thank bailliegifford sponsor thi year hackathon onli day left hack commenc,2,0,0,0,NA,0
851538863734632449,2017-04-10 20:54:20,ice sugar photographi,0,0,1,0,NA,0
851538852573523969,2017-04-10 20:54:17,shelter photographi,0,0,1,0,NA,0
851538844348542976,2017-04-10 20:54:15,distant airli photographi,0,0,1,0,NA,0
851515207373520896,2017-04-10 19:20:20,rt channelnew thi moment man drag flight airlin overbook want hi seat back,1298,0,0,0,NA,0
851514851407130628,2017-04-10 19:18:55,rt cbeagri lectur comput scienc cybersecur rgu rgu myjobscotland,2,0,0,1,NA,0
851514748290162689,2017-04-10 19:18:31,rt infobeauti join cast thousand brief brainblend histori film amp tv time travel,87,0,0,1,NA,0
850050254976290816,2017-04-06 18:19:08,murphi reenact baywatch titlesexcept arbroath,0,1,0,1,NA,0
849748107655098368,2017-04-05 22:18:31,ljfio need help hackathon,0,0,0,0,NA,0
849323031356899329,2017-04-04 18:09:24,rt footgeek web inventor slam uk us net plan bbc news,2,0,0,1,NA,0
849063802444410881,2017-04-04 00:59:20,lone seat photographi,0,0,1,0,NA,0
849063796870172673,2017-04-04 00:59:18,man lake photographi,0,0,1,0,NA,0
849063790687772673,2017-04-04 00:59:17,dark sky photographi,0,0,1,0,NA,0
848449728404762624,2017-04-02 08:19:13,well never,0,1,0,1,NA,0
848248073142890497,2017-04-01 18:57:54,,0,0,0,1,NA,0
848219961822777346,2017-04-01 17:06:12,dog slow death,0,0,0,1,NA,0
848219939853008896,2017-04-01 17:06:07,showboat overdoingit dog,0,0,0,1,NA,0
848207152464486400,2017-04-01 16:15:18,soon,0,0,0,1,NA,0
848206647340171264,2017-04-01 16:13:18,small barn convers wee garden await occup hencoop,0,0,0,1,NA,0
847385189030404097,2017-03-30 09:49:07,rt elyaneyad excit opportun work academia lead industri datasci project two year get touch,2,0,0,0,NA,0
847350679291052032,2017-03-30 07:31:59,rt wire thi origamiinspir robot develop nasa design studi sciencerich area robot cant access,85,0,0,0,NA,0
847350034605629441,2017-03-30 07:29:25,rt wire congress vote programm creat extens make harder isp anyon els profil,280,0,0,0,NA,0
847349185422573568,2017-03-30 07:26:03,rt angusrobertson must read veri afraid brexit nightmar truli upon us iainmacwhirt heraldscotland,129,0,0,0,NA,0
847349093441589249,2017-03-30 07:25:41,rt kevinmaguir may brexit plan live less four hour angela merkel reject call negoti simultan divorc,306,0,0,0,NA,0
847209710168297472,2017-03-29 22:11:49,footgeek thatlettersnomin,0,0,0,0,NA,0
847207836543275008,2017-03-29 22:04:23,rt patrickharvi mani thank europeangreen colleagu recognis scotland claim continu eu membership know,187,0,0,0,NA,0
847162280798310402,2017-03-29 19:03:21,footgeek p,0,0,0,0,NA,0
847161332323508227,2017-03-29 18:59:35,footgeek stalker,0,1,0,0,NA,0
847159875671130113,2017-03-29 18:53:48,serious scottish lib dem get ani unelect may need remov plural,0,1,0,0,NA,0
847158561075613696,2017-03-29 18:48:35,rt footgeek britain children grandchildren proud call home think find gener vote stay,1,0,0,0,NA,0
846439519717089280,2017-03-27 19:11:22,wash machin,0,0,0,1,NA,0
846405847475507206,2017-03-27 16:57:34,dogshow,0,0,0,1,NA,0
846374755007696900,2017-03-27 14:54:01,rt microsofteduk lead technologist explain digit tool deliv univers collabor creation amp innov,138,0,0,0,NA,0
846344494089932804,2017-03-27 12:53:46,,0,1,1,1,NA,0
846289009194217472,2017-03-27 09:13:17,rt infobeauti learn make use beauti shareabl dataviz amp infograph iib founder david mccandless ldn jul,7,0,0,0,NA,0
845400669033058304,2017-03-24 22:23:20,rt uniscot news univers scotland welcom eu student statu confirm,94,0,0,1,NA,0
845050413019746306,2017-03-23 23:11:33,land photographi,0,0,1,0,NA,0
845050403247063040,2017-03-23 23:11:31,goos cross photographi,0,2,1,0,NA,0
844332747636330498,2017-03-21 23:39:48,rt christinasnp dont forget clock go forward one hour sunday th march go back sixti year wednesday th,4255,0,0,0,NA,0
844205983513657354,2017-03-21 15:16:05,footgeek didnt work,0,0,0,0,NA,0
843929889355042817,2017-03-20 20:58:59,footgeek inuendo,0,0,0,0,NA,0
843918509319053313,2017-03-20 20:13:46,markzarb debat hoodi vs tshirt,0,0,0,0,NA,0
843917112339038208,2017-03-20 20:08:13,markzarb omg flipflop final someon look scruffier go confer,0,0,0,0,NA,0
843876394773987329,2017-03-20 17:26:25,shadow,0,0,0,1,NA,0
843837560250163202,2017-03-20 14:52:06,problem one els help find rguhack rguc mayb sponsor,0,0,0,1,NA,0
843836059360346114,2017-03-20 14:46:08,creativaberdeen rguhack happen thi year,0,0,0,1,NA,0
843835552399052801,2017-03-20 14:44:08,rt rguhack look student placement graduatesget touch us sponsorship promot opportun inf,3,0,0,0,NA,0
843086498576633856,2017-03-18 13:07:39,footgeek rugbi im pub come,0,0,0,0,NA,0
842865045847654401,2017-03-17 22:27:41,thelastleg aye,0,0,0,0,NA,0
842861724898398209,2017-03-17 22:14:29,thelastleg scottfre aye,0,0,0,0,NA,0
842825134872428546,2017-03-17 19:49:05,two murphi stpatricksday,0,1,0,1,NA,0
842400072633597952,2017-03-16 15:40:03,rt driainmacleod tori win vote clear mandat eu referendumsnp win vote mandat,2,0,0,0,NA,0
842088161232752640,2017-03-15 19:00:37,rt bbowt pond big mass jelli frogspawn string egg toadspawn singl egg wrap leav newt,79,0,0,0,NA,0
842043718161051648,2017-03-15 16:04:01,fear eccentr opinion everi opinion accept wa onc eccentr bertrand russel via momentumdash,0,0,0,0,NA,0
841750431558582272,2017-03-14 20:38:36,rt rgudelta applic accept engag partnership award appli nomin,6,0,0,0,NA,0
841750407596634112,2017-03-14 20:38:30,rt rguplac attent rgucomput student new placement opportun cobaltix detail check inbox,2,0,0,0,NA,0
841750109511680000,2017-03-14 20:37:19,rt rguplac rgucomput student new placement opportun digit applic intern detail check,2,0,0,0,NA,0
841569092029042688,2017-03-14 08:38:01,rt radicalindi ric cofound kittycatboyd write today scotnat yesterday scotref announc,17,0,0,0,NA,0
841309698917838848,2017-03-13 15:27:17,kind countri want indyref,0,0,0,0,NA,0
841253618951045124,2017-03-13 11:44:27,rt glennbbc nicolasturgeon say shell take step ensur scot choic independ end brexit process,7,0,0,0,NA,0
840654409398927363,2017-03-11 20:03:24,even esk photographi,0,1,1,0,NA,0
840624228827308034,2017-03-11 18:03:28,even calm photographi,0,1,1,0,NA,0
840624223605407744,2017-03-11 18:03:27,encourag photographi,0,0,1,0,NA,0
840624216630284288,2017-03-11 18:03:25,reflect photographi,0,3,1,0,NA,0
840328752060092417,2017-03-10 22:29:21,isitok young joshwiddicomb look like old macaulay culkin thelastleg,0,0,0,0,NA,0
840307892951625730,2017-03-10 21:06:28,rt guyverhofstadt mani uk citizen devast european ident taken away fight voic heard,1721,0,0,0,NA,0
838773679400103936,2017-03-06 15:30:03,aris minion robert gordon univers,0,0,0,1,NA,0
838755374970843136,2017-03-06 14:17:19,build robot open day,0,1,1,0,NA,0
838101568587194373,2017-03-04 18:59:19,thi beauti,0,0,0,1,NA,0
837804335841017856,2017-03-03 23:18:13,love stay way elect result nielect thi mean day,0,1,0,0,NA,0
837562037274292224,2017-03-03 07:15:25,rt wire team scientist map squar mile seafloor use multibeam sonar,100,0,0,1,NA,0
836339726131032064,2017-02-27 22:18:23,button ha type submit break googl oauth request hour ill never get back,0,0,0,0,NA,0
835952173414559745,2017-02-26 20:38:24,rock photographi,0,0,1,0,NA,0
835952168704290817,2017-02-26 20:38:22,home time photographi,0,0,1,0,NA,0
835952163960532998,2017-02-26 20:38:21,ice bound photographi,0,0,1,0,NA,0
835952159220973568,2017-02-26 20:38:20,katajanokka even photographi,0,0,1,0,NA,0
835416370540122112,2017-02-25 09:09:18,rt rguhack get readi rguhack th amp th april regist interest today,2,0,0,1,NA,0
835416287870390273,2017-02-25 09:08:58,rt rguhack rguhack back,7,0,0,1,NA,0
834819754699419648,2017-02-23 17:38:34,rhi found hashcod challeng rguc rgucomput,1,3,1,0,NA,0
834794411020148737,2017-02-23 15:57:51,rguc prep hashcod rgucomput,1,3,1,0,NA,0
834788701066686465,2017-02-23 15:35:10,hashcod prep rgucomput,1,1,1,0,NA,0
834496038249627653,2017-02-22 20:12:14,helsinki helsinki senat squar,0,0,0,1,NA,0
834494787789152256,2017-02-22 20:07:16,rt infobeauti new book knowledg beauti thoughtprovok amp startlingli attract wsj htt,8,0,0,1,NA,0
834493902002540544,2017-02-22 20:03:45,ljfio hate mac got given one develop anyth doe involv dedic graphic card ace,0,0,0,0,NA,0
834300415101562880,2017-02-22 07:14:54,rt shellyasquith thi photo show univers depart without migrant student academ daywithoutu,6982,0,0,0,NA,0
834159841333673984,2017-02-21 21:56:18,stephenfri distant rel may hang thi finnish pub,0,1,1,0,NA,0
834108285338927105,2017-02-21 18:31:26,tini helsinki helsinki,0,0,0,1,NA,0
834105971337265152,2017-02-21 18:22:15,tractor restaur helsinki ravintola zetor,0,1,0,1,NA,0
833797571323781124,2017-02-20 21:56:46,farm center helsinki,0,0,1,0,NA,0
833796959106383873,2017-02-20 21:54:20,love helsinki,0,1,1,0,NA,0
832987034495115264,2017-02-18 16:15:59,klm thank made way despit fog,0,0,0,0,NA,0
832938157343698944,2017-02-18 13:01:46,still foggi schiphol massiv thank get us connect flight klm,0,0,1,0,NA,0
832305551140909057,2017-02-16 19:08:01,rt rguhack interest sponsor rguhack get touch,2,0,0,1,NA,0
832241565418528769,2017-02-16 14:53:46,nice one googl bbc news googl ceo sundar pichai write back girl want job,0,0,0,1,NA,0
832219420433010690,2017-02-16 13:25:46,rt elyaneyad small steadi step toward solv complex problem thank datalabscotland fund via sco,5,0,0,1,NA,0
832219380327055360,2017-02-16 13:25:36,rt ljfio attempt googl hashcod challeng use genet algorithm java wrote brief howto,1,0,0,0,NA,0
831900785999040513,2017-02-15 16:19:38,flotosor yeah go climb hill im teach,0,0,0,0,NA,0
831464325399314433,2017-02-14 11:25:17,ekrissi sorri previou meet ran late ill minut,0,0,0,0,NA,0
830496199828463618,2017-02-11 19:18:18,chang weather photographi scotlandglen ilsahighlandsangusscottish landscapelandscapescottishhillla,0,4,1,0,NA,0
830496194153570305,2017-02-11 19:18:17,frozen princ photographi frogsnowwinterscotlandhighlandscoldiceanimalamphibianfrozen,0,3,1,0,NA,0
830485693961011200,2017-02-11 18:36:33,well done rgucomput team,1,5,0,1,NA,0
830147637554847745,2017-02-10 20:13:14,ljfio well got pile googl free stuff today,0,1,0,0,NA,0
830135927192375296,2017-02-10 19:26:42,ljfio good luck,0,0,0,0,NA,0
829602045720219649,2017-02-09 08:05:15,rt nicolasturgeon youv hand tori blank chequ didnt win singl concess still vote bill pat,17566,0,0,0,NA,0
827813272153944066,2017-02-04 09:37:18,rt rguplac excel yearlong placement teamcodifi open hope see lot rgucomput student appli check inbox fo,2,0,0,0,NA,0
827647670202298369,2017-02-03 22:39:16,footgeek rugbi tomorrow,0,0,0,0,NA,0
824994943034855426,2017-01-27 14:58:16,scientist creat onlin resist movement trump administr via iflscienc,0,0,0,1,NA,0
824990923583000578,2017-01-27 14:42:18,mikecrabb noon like sql,0,0,0,0,NA,0
824952091353419776,2017-01-27 12:08:00,mikecrabb probabl pinch,0,0,1,0,NA,0
824951735470927877,2017-01-27 12:06:35,rt rgucomput semest teach start next week foundat comput lab isnt go thi empti much longer,1,0,0,0,NA,0
824891068957159424,2017-01-27 08:05:31,live interest time,1,1,1,0,NA,0
822549333623050242,2017-01-20 21:00:18,gavinahal firstworldproblem,0,1,0,0,NA,0
821025663608123392,2017-01-16 16:05:46,desk thi morn thank thebitshepherd,0,2,1,0,NA,0
820924517493207040,2017-01-16 09:23:51,ekrissi thankyou,0,0,0,0,NA,0
819844537224982528,2017-01-13 09:52:24,andreasdoerich full irish best obvious,0,1,0,1,NA,0
819843234348363777,2017-01-13 09:47:13,andreasdoerich,0,1,0,1,NA,0
819842385345728513,2017-01-13 09:43:51,andreasdoerich scottish,0,2,0,0,NA,0
819700236822151169,2017-01-13 00:19:00,ljfio peopl forget vp auto take rest term trump goe seen penc polici,0,1,0,0,NA,0
819579471225294848,2017-01-12 16:19:07,andreasdoerich robertgordonuni imanti ekrissi hardiman intern collabor rgucomput,1,5,0,0,NA,0
818904787131449344,2017-01-10 19:38:10,jordannbeatti ruin perfectli good joke byspellingthehashtagwrong,0,0,0,0,NA,0
818456325571182592,2017-01-09 13:56:08,rt imanti plan mobil learn action wildfireon ekrissi,1,0,1,0,NA,0
817496529334374402,2017-01-06 22:22:15,rt rguunion mon th thur th therapet return rguunion destress cute dog rgu click book,5,0,0,0,NA,0
816015128562958340,2017-01-02 20:15:42,dunnottar even photographi,0,3,1,0,NA,0
809678055362936832,2016-12-16 08:34:26,rt infobeauti rogu one approach explor connect everyon talk anyon star war seri,16,0,0,0,NA,0
802986259253788672,2016-11-27 21:23:37,airli even photographi,1,1,1,0,NA,0
802955947018776576,2016-11-27 19:23:10,confid coo photographi,0,1,1,0,NA,0
802955940324638720,2016-11-27 19:23:09,abov cloud photographi,0,1,1,0,NA,0
802955933081014273,2016-11-27 19:23:07,autumn mist photographi,0,0,1,0,NA,0
802152828848537600,2016-11-25 14:11:52,rt cbarriefan happi gazpachosoupday everyon,51,0,1,0,NA,0
801762599306219520,2016-11-24 12:21:14,smarticu ran stream,0,1,0,0,NA,0
801718781223571456,2016-11-24 09:27:07,rt infobeauti marti mcfli termin bill amp ted film amp tv belov time travel visual,27,0,0,1,NA,0
801557111046098944,2016-11-23 22:44:42,rguunion oh miss thi anoth one,0,0,0,0,NA,0
801556755033497600,2016-11-23 22:43:17,smarticu yeah use run ethernet outsid bar use powerlin,0,0,0,0,NA,0
799705359539695616,2016-11-18 20:06:30,rt nativescript use angular creat truli nativ mobil app free speech free beer tri,14,0,0,1,NA,0
798324734161207296,2016-11-15 00:40:23,distant gaze photographi,0,1,1,0,NA,0
798324726275809282,2016-11-15 00:40:21,earli night photographi,0,2,1,0,NA,0
797932122573074436,2016-11-13 22:40:17,danger reflect photographi,0,0,1,0,NA,0
797932115186896896,2016-11-13 22:40:15,swamp bard photographi,0,0,1,0,NA,0
797932105879719936,2016-11-13 22:40:13,rabbi view photographi,0,0,1,0,NA,0
797033015524343809,2016-11-11 11:07:33,mikeyjck sure indyref calexit would result successful state take meet seced,1,0,0,0,NA,0
797031899826884609,2016-11-11 11:03:07,scotchio sure,0,1,0,0,NA,0
794087248039989248,2016-11-03 08:02:08,year ago today laika becam first anim orbit rememberlaika laikaday,0,1,1,0,NA,0
793389286477398016,2016-11-01 09:48:41,macannabel walk descript lot step realli nice,1,0,0,1,NA,0
793038586983612416,2016-10-31 10:35:07,macannabel birk aberfeldi,0,0,0,0,NA,0
792787671244476421,2016-10-30 17:58:04,foam stream deeproar fa photographi,0,2,1,0,NA,0
792787662096650240,2016-10-30 17:58:02,oer crystal streamlet play photographi,0,1,1,0,NA,0
792787647899004929,2016-10-30 17:57:59,white oer linn burni pour photographi,0,0,1,0,NA,0
792787638885416961,2016-10-30 17:57:57,access balconi photographi,0,1,1,0,NA,0
792787633416142848,2016-10-30 17:57:55,uniqu isol properti photographi,0,0,1,0,NA,0
792787627745443840,2016-10-30 17:57:54,penthous suit photographi,0,0,1,0,NA,0
792787621118349312,2016-10-30 17:57:52,close knit commun photographi,0,0,1,0,NA,0
790301345022607360,2016-10-23 21:18:18,katrin view photographi,0,2,1,0,NA,0
790301338991267844,2016-10-23 21:18:16,venu view photographi,0,0,1,0,NA,0
790301330657177604,2016-10-23 21:18:14,even achray photographi,0,0,1,0,NA,0
790301323598131201,2016-10-23 21:18:13,detach rural properti photographi,0,0,1,0,NA,0
790301316341956608,2016-10-23 21:18:11,littl mountain climber photographi,0,0,1,0,NA,0
790301309773746177,2016-10-23 21:18:09,achray photographi,0,0,1,0,NA,0
790301303004094464,2016-10-23 21:18:08,canut photographi,0,0,1,0,NA,0
790301296532287488,2016-10-23 21:18:06,tide photographi,0,0,1,0,NA,0
788629778052046848,2016-10-19 06:36:05,rt wire obama outlin six challeng tech industri need address silicon valley leader answer,129,0,0,0,NA,0
788441834322325504,2016-10-18 18:09:16,murphi wa decidedli unimpress donni bbctheoneshow,0,0,1,0,NA,0
788124838862938112,2016-10-17 21:09:38,mississippi dock photographi,0,0,1,0,NA,0
788124833305464832,2016-10-17 21:09:37,hill photographi,0,1,1,0,NA,0
788124827739688961,2016-10-17 21:09:36,southern hous photographi,0,0,1,0,NA,0
788124822211530755,2016-10-17 21:09:34,peak photographi,0,0,1,0,NA,0
788124812334030848,2016-10-17 21:09:32,home sweet home photographi,0,0,1,0,NA,0
788124807061762048,2016-10-17 21:09:31,sign guardian photographi,0,0,1,0,NA,0
787729980163751941,2016-10-16 19:00:37,rt googleukbiz earn certif mobil social media onlin advertis bites googl cours,91,0,0,0,NA,0
787729246005452801,2016-10-16 18:57:42,rt skyeaurora amber alert possibl aurora camera far northern england northern ireland,4,0,0,0,NA,0
787705020217196544,2016-10-16 17:21:26,abraham place photographi,0,0,1,0,NA,0
787705008104075264,2016-10-16 17:21:23,candi co photographi,0,0,1,0,NA,0
787704984909582336,2016-10-16 17:21:17,dont move photographi,0,0,1,0,NA,0
787704975094902784,2016-10-16 17:21:15,think saw us photographi,0,0,1,0,NA,0
787704964386816004,2016-10-16 17:21:13,strech photographi,0,0,1,0,NA,0
787415579770621952,2016-10-15 22:11:18,macannabel cheer wa pretti surpris,0,0,0,0,NA,0
787269024338042880,2016-10-15 12:28:56,night crawler photographi,0,0,1,0,NA,0
787269019313274880,2016-10-15 12:28:55,littl travel photographi,0,1,1,0,NA,0
787269012950515712,2016-10-15 12:28:54,kosi sunset photographi,0,0,1,0,NA,0
787269007338602496,2016-10-15 12:28:52,small shelter photographi,0,0,1,0,NA,0
787268999570522113,2016-10-15 12:28:50,hous wood photographi,0,1,1,0,NA,0
787042498807996416,2016-10-14 21:28:48,isitok thi us magazin think john bishop jesu thelastleg,0,0,1,0,NA,0
787020705749663744,2016-10-14 20:02:13,passion green photographi,0,0,1,0,NA,0
787020697558286336,2016-10-14 20:02:11,court photographi,0,0,1,0,NA,0
787020690239135744,2016-10-14 20:02:09,tresspass photographi,0,0,1,0,NA,0
786671160964616192,2016-10-13 20:53:15,glass explos photographi,0,0,1,0,NA,0
786671154153025536,2016-10-13 20:53:13,atom photographi,0,0,1,0,NA,0
786671145730838528,2016-10-13 20:53:11,caught photographi,0,0,1,0,NA,0
786671139686875136,2016-10-13 20:53:10,chihuli water photographi,0,0,1,0,NA,0
786671133378707456,2016-10-13 20:53:08,chihuli shard photographi,0,0,1,0,NA,0
785722965535166464,2016-10-11 06:05:27,rawktacular jelli fish,0,0,0,0,NA,0
785593136944910337,2016-10-10 21:29:34,arriv photographi,0,0,1,0,NA,0
785593128841609216,2016-10-10 21:29:32,atlanta night photographi,0,0,1,0,NA,0
785593119194615810,2016-10-10 21:29:29,alien dancer photographi,0,0,1,0,NA,0
785593110063710208,2016-10-10 21:29:27,chihuli fountain photographi,0,0,1,0,NA,0
785593098999062529,2016-10-10 21:29:25,chihuli saffron tower photographi,0,0,1,0,NA,0
785592907176644608,2016-10-10 21:28:39,rt natgeophoto incred footag glowworm illumin underwat cave,416,0,1,1,NA,0
784490213901033472,2016-10-07 20:26:56,atlanta luck dragon photographi,0,0,1,0,NA,0
784490204598067203,2016-10-07 20:26:54,chewi photographi,0,0,1,0,NA,0
784490194833735680,2016-10-07 20:26:52,sith photographi,0,0,1,0,NA,0
784490186038272000,2016-10-07 20:26:50,lost squadron photographi,0,0,1,0,NA,0
784490173442719745,2016-10-07 20:26:47,joke long time ago photographi,0,0,1,0,NA,0
784489225362300929,2016-10-07 20:23:01,rt nicolasturgeon scotland come matter choos go togeth nation divers st,4066,0,0,0,NA,0
784488999150845952,2016-10-07 20:22:07,murphi front cover,0,3,0,1,NA,0
781278729427386368,2016-09-28 23:45:39,rick way photographi,0,4,1,0,NA,0
780916642939297792,2016-09-27 23:46:51,french quarter rush hour photographi,0,0,1,0,NA,0
773636799747002368,2016-09-07 21:39:21,johnbishop found us magazin cover,0,1,1,0,NA,0
772173597653757952,2016-09-03 20:45:06,saw bobafet follow stormtroop atlanta,0,3,0,0,NA,0
771644286085402630,2016-09-02 09:41:48,rbselfi ediairport way usa,0,1,1,0,NA,0
771599651472453632,2016-09-02 06:44:27,rt maidsaf work project decorum decentralis social platform built safenetwork well underway,13,0,0,1,NA,0
771288235096043520,2016-09-01 10:06:59,go rgucomput trip atlanta prepar,0,1,1,0,NA,0
770004127673884672,2016-08-28 21:04:24,piper way photographi,0,2,1,0,NA,0
770004120115810310,2016-08-28 21:04:22,puf photographi,0,0,1,0,NA,0
770004111249010688,2016-08-28 21:04:20,rhythm photographi,0,0,1,0,NA,0
769951905116192768,2016-08-28 17:36:53,rt wire speci flee becaus global warm,122,0,1,1,NA,0
768895909694406656,2016-08-25 19:40:44,fire sky photographi,0,1,1,0,NA,0
768459767618691073,2016-08-24 14:47:40,video cours build real app scotchio launch scotch school giveaway win year membership,0,0,0,1,NA,0
767860231158325248,2016-08-22 23:05:19,even esk photographi,0,0,1,0,NA,0
767835083223040001,2016-08-22 21:25:24,fairi pit stop photographi,0,1,1,0,NA,0
766203774885126144,2016-08-18 09:23:09,final proof observ univers held togeth duct tape thank xkcdcomic,0,0,1,0,NA,0
765309895608524801,2016-08-15 22:11:12,lynsay wrote fake login screen school store usernam password txtfile reboot comput clock wa hardest,0,1,0,0,NA,0
765309461997162496,2016-08-15 22:09:29,littlest hobo photographi,0,2,1,0,NA,0
765307216576610304,2016-08-15 22:00:33,rt elyaneyad job apportun rgucomput research fellow comput robert gordon univers jobsacuk,2,0,0,1,NA,0
765306907871571968,2016-08-15 21:59:20,lynsay firstsevenlanguag basic vb someth java html php c hlsl,0,1,0,0,NA,0
764217742295764992,2016-08-12 21:51:22,sten stone photographi,0,0,1,0,NA,0
764217727414329344,2016-08-12 21:51:19,long stand photographi,0,1,1,0,NA,0
764217715947085825,2016-08-12 21:51:16,brodgar ring photographi,0,2,1,0,NA,0
764217701791399936,2016-08-12 21:51:13,stone soldier photographi,0,0,1,0,NA,0
764175748592795648,2016-08-12 19:04:30,ani chanc cat doe knightmar jimmycarr,1,0,0,1,NA,0
763647611047993344,2016-08-11 08:05:53,rt scottishten welovehistori maeshow robertgordonuni research visitor flow use data improv experi,14,0,0,0,NA,0
763092910459977728,2016-08-09 19:21:42,rememb rumour swim water turn green pish rioolymp greenpool,0,3,0,0,NA,0
762357353148710913,2016-08-07 18:38:51,littl doorway photographi,0,0,1,0,NA,0
762357337390710785,2016-08-07 18:38:47,fairi garden photographi,0,0,1,0,NA,0
761676728674709504,2016-08-05 21:34:18,darken valley photographi,0,1,1,0,NA,0
761676720797782016,2016-08-05 21:34:16,amongst peak photographi,0,1,1,0,NA,0
761676712547590144,2016-08-05 21:34:14,mountain poser photographi,0,0,1,0,NA,0
761072933766705152,2016-08-04 05:35:02,rt richardla colleagu professor susan craw give lectur ai big data welcom,5,0,0,1,NA,0
753700604212604928,2016-07-14 21:20:01,road block photographi,0,0,1,0,NA,0
753700593139642369,2016-07-14 21:19:59,eun photographi,0,0,1,0,NA,0
753700582112780289,2016-07-14 21:19:56,cairngorm even photographi,0,0,1,0,NA,0
753333906980700160,2016-07-13 21:02:54,hi amp photographi,0,0,1,0,NA,0
753333892749332480,2016-07-13 21:02:50,arctic choir photographi,0,0,1,0,NA,0
753333878979461120,2016-07-13 21:02:47,kitti photographi,0,0,1,0,NA,0
753333866916610048,2016-07-13 21:02:44,unimpress photographi,0,0,1,0,NA,0
753333848176463877,2016-07-13 21:02:40,tabl manner photographi,0,0,1,0,NA,0
752995104269463552,2016-07-12 22:36:37,rain came photographi,0,1,1,0,NA,0
752965266766782464,2016-07-12 20:38:03,visitor photographi,0,0,1,0,NA,0
752965254821339137,2016-07-12 20:38:00,watch tower photographi,0,2,1,0,NA,0
752602002115399680,2016-07-11 20:34:34,rt drakko go volunt repres district thi year theresamay,1,0,0,0,NA,0
751721531038953472,2016-07-09 10:15:53,btcare unlimit offer pleas stay us contract special deal unlimit,0,0,0,0,NA,0
751716911071846400,2016-07-09 09:57:32,rt stigabel vile msm accur quot someon want pm provid transcript provid audio answer question,283,0,0,0,NA,0
751491886083403776,2016-07-08 19:03:22,pjd btuk btcare good luck im still wait find whi extra special reward deal expens current contract,0,0,0,0,NA,0
748770197138317312,2016-07-01 06:48:21,rt spacest russian resuppli ship redock pir dock port et success test manual rendezv system,434,0,0,0,NA,0
747559760602472448,2016-06-27 22:38:30,rt lynsay thomsoncar anoth thomson could given rate actual reserv rip,1,0,0,0,NA,0
747559404900356096,2016-06-27 22:37:05,rt marscurios someth air tonight well long ago found evid mar earthlik past,1172,0,0,1,NA,0
746645579283992576,2016-06-25 10:05:52,drakko sentiment analysi dificult,0,0,0,0,NA,0
746638490188787712,2016-06-25 09:37:42,dxfalcon bugger,0,1,1,0,NA,0
746241083403730944,2016-06-24 07:18:33,ljfio ive lost,0,0,0,0,NA,0
746239469460684800,2016-06-24 07:12:08,doctorhack imagin pension invest stock,0,1,0,0,NA,0
746230636097081345,2016-06-24 06:37:02,drmichaelheron expect win lotteri worth shot,0,1,0,0,NA,0
746230263722565633,2016-06-24 06:35:33,drmichaelheron mine also go vote side dont want win,0,1,0,0,NA,0
746163441438756865,2016-06-24 02:10:02,well done aberdeen scottish border,0,2,0,0,NA,0
746159359865004032,2016-06-24 01:53:49,well glasgow lead last hour leav lead wtf,0,1,0,0,NA,0
746153106925322240,2016-06-24 01:28:58,lynsay wtf didnt realis lindsay lohan wa british polit,0,0,0,0,NA,0
746152841568489472,2016-06-24 01:27:54,drfrasermiln know pretti scari,0,1,0,0,NA,0
746151361042059264,2016-06-24 01:22:01,drfrasermiln close though lot leav sign round poll station kirri,0,0,0,0,NA,0
746151180414390276,2016-06-24 01:21:18,mikeyjck could doubt,0,0,0,0,NA,0
746150741950275584,2016-06-24 01:19:34,rt nicolasturgeon labour ha lost scotland vote strongli remain labour area engwal go leav still snp fault ht,1106,0,0,0,NA,0
746150476798922757,2016-06-24 01:18:31,dxfalcon advisori referendum govern decid,0,0,0,0,NA,0
746148238907023360,2016-06-24 01:09:37,dxfalcon thi dosent look good,0,0,0,0,NA,0
746136082144698368,2016-06-24 00:21:19,lynsay wa one lot bloodi leav sign kirri,0,0,0,0,NA,0
746134895861325824,2016-06-24 00:16:36,alex telli euref,0,1,0,0,NA,0
746134132762238976,2016-06-24 00:13:34,visualis twitter data around euref,0,1,0,1,NA,0
746133732139008000,2016-06-24 00:11:58,daftlimmi make watch result much less painful,0,0,0,0,NA,0
