id,created_at,text,retweet_count,favorite_count,media_count,url_count,Classification,Classification2
1057670282666696705,2018-10-31 16:27:00,"RT @latimes: In one instance, an L.A. County resident died in Dec. 2013, yet the state continued to make Medi-Cal payments until August 201…",24,0,0,0,Non-Aligned,Non-Aligned
1057477929230200832,2018-10-31 03:42:39,RT @JimPatterson559: More support for an independent audit of @ca_dmv. My last request was 1 vote short. That was when the only problem was…,31,0,0,0,Democratic,Non-Aligned
1057396294346395648,2018-10-30 22:18:16,"RT @joegarofoli: The political class in this state,"" @TheRealJohnHCox tells largely Democrat powerbroker group in SF ""have made this state…",308,0,0,0,Non-Aligned,Non-Aligned
1057392248877330433,2018-10-30 22:02:12,.@TheRealJohnHCox --&gt; Californians desperately need someone who cares about them for a change – I'm their guy… https://t.co/qRiJIuk7tD,78,122,0,1,Republican,Republican
1057369320827760640,2018-10-30 20:31:05,"❌ Highest poverty rate in the nation
❌ Highest gas taxes in the nation
❌ Least affordable state in the nation
 
And… https://t.co/fljtRBUI5r",735,995,0,1,Democratic,Republican
1057364491938095104,2018-10-30 20:11:54,RT @YoungKimCD39: “The Sheriffs appreciate Young Kim’s commitment and service to public safety for the people of California. We are pleased…,99,0,0,0,Non-Aligned,Non-Aligned
1057323140009742341,2018-10-30 17:27:35,"Of all the things on your to-do list, voting is the most important!

👉👉📬 👈👈 or 👉👉🗳👈👈

Make sure to return your mail… https://t.co/FZ5Rpa7GBc",13,19,0,1,Democratic,Democratic
1057310386666450945,2018-10-30 16:36:54,"RT @nfib_ca: .@NFIB #SmallBiz owners are proud to support @VoteMelindaAvey for Assembly District 8, who will support our small businesses i…",7,0,0,0,Democratic,Republican
1057309888676749312,2018-10-30 16:34:55,RT @cebryant: Guess we know how the Assembly’s impartial investigation into sexual harassment complaint about @CGarcia_CA is going to turn…,12,0,0,0,Non-Aligned,Non-Aligned
1057307796209721345,2018-10-30 16:26:37,RT @markets: U.S. consumer confidence rose to an 18-year high this month https://t.co/lweRXxpmod,257,0,0,1,Non-Aligned,Democratic
1057307507008237568,2018-10-30 16:25:28,"RT @cmarinucci: —⁦@TheRealJohnHCox⁩, noting Newsom’s absence, says “maybe he wants to be the first governor elected in absentia.” https://t…",236,0,0,0,Non-Aligned,Democratic
1057042290718306304,2018-10-29 22:51:35,"RT @KevinKileyCA: The titles and summaries of ballot initiatives are becoming increasingly politicized. To restore fairness, my legislation…",14,0,0,0,Non-Aligned,Democratic
1057023866088828928,2018-10-29 21:38:22,RT @dgvaladao: It’s pronounced VAL-UH-DAY-OH. https://t.co/n16X2jgb9s,59,0,1,0,Non-Aligned,Non-Aligned
1057023134639939584,2018-10-29 21:35:28,"RT @TheRepLawyer: Congratulations to Harmeet K. Dhillon of California (@pnjaban), selected as 2018 Republican Lawyer of the Year for her ou…",17,0,0,0,Democratic,Republican
1056980210174779393,2018-10-29 18:44:54,RT @CBakerAD16: https://t.co/BTq70oE7Un,7,0,1,0,Non-Aligned,Non-Aligned
1056961741991473152,2018-10-29 17:31:31,"RT @FoxBusiness: California gubernatorial candidate @TheRealJohnHCox on midterms:

""I think the forgotten Californians are going to rise up…",1110,0,0,0,Non-Aligned,Democratic
1056960710154964994,2018-10-29 17:27:25,"#CantAffordCA --&gt; ""California renters pay an average of $1,440 per month, much higher than the national average of… https://t.co/zeqvqdfVMg",30,35,0,1,Democratic,Republican
1056958588839579648,2018-10-29 17:18:59,RT @frank_scotto: A new poll done by Univision shows that the majority of Californians feel that their children would have a better future…,6,0,0,0,Non-Aligned,Democratic
1056951935301898240,2018-10-29 16:52:33,RT @TheRealJohnHCox: Just saw $5/gallon in Los Angeles! #YesOn6 #HelpIsOnTheWay #GOTV #CAGov,1445,0,0,0,Non-Aligned,Democratic
1056670292943097856,2018-10-28 22:13:24,RT @BillEssayli: Here’s my latest attempt to schedule a debate with @AsmCervantes. I’m disappointed she’s ignored our requests and has deni…,38,0,0,0,Non-Aligned,Non-Aligned
1056299127032532993,2018-10-27 21:38:31,RT @pnjaban: 🙏🏼My deepest sympathies for my Jewish sisters and brothers around the world after the hateful slaughter in Pittsburgh. Antisem…,260,0,0,0,Non-Aligned,Republican
1056280189544480768,2018-10-27 20:23:16,RT @Vidak4Senate: Getting out the vote in Bakersfield today! https://t.co/eFy6Z39mKh,18,0,1,0,Democratic,Democratic
1056280096699346944,2018-10-27 20:22:54,RT @carldemaio: Huge crowd of volunteers turning out in Santa Clarita (LA County) for Yes on Prop 6 Gas Tax Repeal!  Join the movement http…,58,0,0,0,Non-Aligned,Democratic
1056259238241042432,2018-10-27 19:00:01,"Gavin Newsom had 8 years as San Francisco’s Mayor. Then, he had 8 years as California’s Lieutenant Governor. He fai… https://t.co/dcg0ENTis8",89,125,0,1,Democratic,Republican
1055927076958523392,2018-10-26 21:00:07,"Gavin Newsom has lived a privileged life. The rich made him powerful, but he's done nothing to help us. Gavin's had… https://t.co/vuNyhBrd7h",94,130,0,1,Non-Aligned,Democratic
1055926197152935936,2018-10-26 20:56:38,RT @TylerDiep: Thank you @ocregister for your endorsement. I will fight for taxpayers and middle class families in Sacramento! #AD72 https:…,26,0,0,0,Non-Aligned,Non-Aligned
1055888422903078912,2018-10-26 18:26:32,"RT @nfib_ca: .@BillEssayli will stand up for #SmallBiz owners in the legislature, which is why @NFIB members are proud to support him for A…",7,0,0,0,Democratic,Republican
1055861913077207040,2018-10-26 16:41:11,"RT @KSEE24: .@RepDavidValadao ""This is home for me, it's the area that I love. There's nothing more I want to do then to fight for this dis…",12,0,0,0,Democratic,Non-Aligned
1055857545561092096,2018-10-26 16:23:50,RT @TheRealJohnHCox: My new TV ad #Lift released today as we go into the final 11 days. There’s energy &amp; we are closing the gap - strong. #…,843,0,0,0,Non-Aligned,Non-Aligned
1055608569825976320,2018-10-25 23:54:29,"RT @rob4senate: “Anna Caballero has had 6 years to audition for this position... and has failed” 

Thank you Daniel Parra for your courage…",8,0,0,0,Non-Aligned,Non-Aligned
1055580366856044544,2018-10-25 22:02:25,"RT @GOPChairwoman: Republicans across the country are fired up and ready to #DefyHistory!
 
Thanks to everyone who came out yesterday to ma…",484,0,0,0,Non-Aligned,Republican
1055542332873797632,2018-10-25 19:31:17,"ICYMI: Here’s five reasons why @NickelforAD40 is the right choice for Assembly district 40.
Just a preview &gt;&gt;&gt; “I’m… https://t.co/t6ogpcfiw7",11,11,0,1,Republican,Republican
1055504422761988096,2018-10-25 17:00:39,"Gavin Newsom wants to extend the gas tax: ❌
Gavin supports government-run healthcare: ❌
He attacks homeowners and P… https://t.co/kFcs8bL5FI",120,142,0,1,Democratic,Republican
1055499291278462978,2018-10-25 16:40:15,"RT @SovernNation: Just out: new @PPICnotes poll: @GavinNewsom leads @TheRealJohnHCox in #CAGov race among likely voters, 49-38%. Cox has cu…",183,0,0,0,Non-Aligned,Democratic
1055495766674833408,2018-10-25 16:26:15,RT @AssemblyGOP: Some political experts believe we should hit “pause” on Capitol Democrat’s failing High Speed Rail… We were thinking more…,24,0,0,0,Non-Aligned,Republican
1055304340510920704,2018-10-25 03:45:36,"RT @MimiWaltersCA: From day one, my volunteers have been the backbone of my campaign, and that’s why I would like to take a moment to thank…",30,0,0,0,Democratic,Democratic
1055230687400185856,2018-10-24 22:52:55,"California has lost more than half a million jobs to China — more than any other state, report says ---&gt;
https://t.co/BJGg4CDmsx",122,100,0,1,Republican,Republican
1055222913819795456,2018-10-24 22:22:02,RT @MarkMeuser: The #1 #California campaign being funded by #grassroots is my campaign for California Secretary of State. I am honored to b…,48,0,0,0,Democratic,Democratic
1055211390716149760,2018-10-24 21:36:15,RT @ElizabethHeng: Thank you so much for the support! Since the debate last night our campaign has received over 1000 small dollar donation…,122,0,0,0,Democratic,Democratic
1055196221239844864,2018-10-24 20:35:58,"RT @YoungKimCD39: 1. The threats and acts of intimidation against former President Obama, former Secretary of State Hillary Clinton, variou…",27,0,0,0,Democratic,Democratic
1055187171575947264,2018-10-24 20:00:00,"As your next governor, @TheRealJohnHCox will fight to repeal the unfair gas tax, fix our schools, and make housing… https://t.co/rHq97V1rYG",64,100,0,1,Democratic,Democratic
1055163926902538240,2018-10-24 18:27:38,RT @TheRealJohnHCox: Gavin Newsom talks about courage for a change. But its all talk. Real change takes the courage to vote for someone new…,1430,0,0,0,Democratic,Democratic
1055163740558057472,2018-10-24 18:26:54,"RT @BrianDahleCA: More than 4 in 10 California children live in poverty. 

It's time to start putting our most vulnerable Californians firs…",26,0,0,0,Non-Aligned,Democratic
1055150777633726464,2018-10-24 17:35:23,RT @TylerDiep: Another productive shift at the campaign HQ. Thank you volunteers! #AD72 https://t.co/P0J6bT3wSO,13,0,1,0,Non-Aligned,Democratic
1055150013133729792,2018-10-24 17:32:21,RT @FresnoCountyGOP: Justin Mendes running for Assembly 32 @ FCFP HQ phone banks with area high school student phone callers &amp; Tristan Shak…,12,0,0,0,Non-Aligned,Non-Aligned
1055133015016275968,2018-10-24 16:24:48,"RT @AssemblyGOP: If you think property crime is bad now, wait until CA lets up to 4,000 third-strike career criminals back onto our streets…",14,0,0,0,Non-Aligned,Non-Aligned
1054907043629285376,2018-10-24 01:26:53,"After months of big talk with little details, @GavinNewsom finally admitted how he'll pay for his radical agenda: b… https://t.co/tBAuDgYEz9",83,81,0,1,Non-Aligned,Democratic
1054903357012201473,2018-10-24 01:12:14,RT @TimRosales: Where’s Gavin? #Elecciones2018 #CAGov @EVCMedia https://t.co/sWPr2aq1jM,179,0,1,0,Non-Aligned,Non-Aligned
1054884172752347136,2018-10-23 23:56:00,RT @abc7adrienne: Meet @TheRealJohnHCox — @CAGOP candidate for governor—coming up 5:30PM @ABC7 https://t.co/hukskYIOpH,29,0,1,0,Non-Aligned,Republican
1054866194719592448,2018-10-23 22:44:33,"LISTEN &gt;&gt;&gt; In Sacramento yesterday, we delivered a special message to Jerry Brown about his unfair gas tax. #YesOn6… https://t.co/VHtSEA1lVl",20,34,0,1,Republican,Republican
1054796713154625536,2018-10-23 18:08:28,RT @TheRealJohnHCox: I'm looking forward to a #CAGov Spanish language forum tonight hosted by @EVCMedia on Univision's #SanDiego affiliate.…,774,0,0,0,Non-Aligned,Non-Aligned
1054776552821448704,2018-10-23 16:48:21,"RT @BrianDahleCA: 19% of students in grades 9-12 reported being bullied on school property.

This National Bullying Prevention Month, my da…",3,0,0,0,Non-Aligned,Non-Aligned
1054772638814363648,2018-10-23 16:32:48,RT if you agree with @TheRealJohnHCox —&gt; “Gavin Newsom has had eight years in Sacramento and eight years as mayor o… https://t.co/7ayyp0K5Af,127,178,0,1,Non-Aligned,Republican
1054770516299415552,2018-10-23 16:24:22,"RT @MimiWaltersCA: For the first time in decades, job openings exceed the number of people unemployed.  The side-effects of such a robust j…",25,0,0,0,Non-Aligned,Republican
1054514888104534017,2018-10-22 23:28:35,RT @joegarofoli: .@TheRealJohnHCox pushes for repeal of CA gas tax hike at Bay Area rally https://t.co/4yhNKhEC0P https://t.co/YZOaGPsRlr,310,0,1,1,Non-Aligned,Republican
1054504812832681987,2018-10-22 22:48:33,"RT @YoungKimCD39: When I served in the Assembly I worked across party lines to secure millions for homeless veterans &amp; children, passed pro…",39,0,0,0,Non-Aligned,Non-Aligned
1054491830413254656,2018-10-22 21:56:58,"RT @GOP: TODAY is the LAST day to register to vote in:
➡️AL
➡️CA
➡️SD
➡️WY
Register today ➡️ https://t.co/xRyWSxUPob https://t.co/SpczWwZrGV",649,0,1,1,Democratic,Democratic
1054462397602246656,2018-10-22 20:00:01,"""Recent polls indicate that the race for governor has tightened... @TheRealJohnHCox offers common-sense leadership… https://t.co/Oxjg4FeB4p",89,205,0,1,Republican,Republican
1054437892582400000,2018-10-22 18:22:38,"RT @Baker4Assembly: ICYMI: Earlier this year, I was honored to receive the @EastBayTimes endorsement for #AD16, after they researched my re…",13,0,0,0,Non-Aligned,Republican
1054420730291511296,2018-10-22 17:14:26,After years of Democrats in Sacramento making California unaffordable and a national leader in poverty and homeless… https://t.co/Z6tNiS68Xo,35,51,0,1,Non-Aligned,Republican
1054413163632898048,2018-10-22 16:44:22,RT @BillEssayli: Great article this morning from the Sacramento Bee highlighting the hypocrisy of Democrats when it comes to the #MeToo mov…,21,0,0,0,Non-Aligned,Non-Aligned
1054411866556907521,2018-10-22 16:39:13,"RT @akoseff: ""We've all year been trying to point out places where the Democrats say one thing and do another,” @cebryant said. ""If this ki…",9,0,0,0,Non-Aligned,Non-Aligned
1054409704003129344,2018-10-22 16:30:38,RT @TheRealJohnHCox: Meeting up with @carldemaio and the #YesOn6 bus tour in Santa Clara this morning. #InItToWinIt #HelpIsOnTheWay #BayAre…,364,0,0,0,Non-Aligned,Non-Aligned
1054178568165482496,2018-10-22 01:12:10,RT @BrianDahleCA: The last day to register to vote for the November 6th election is tomorrow! You can register as a conditional voter in pe…,17,0,0,0,Democratic,Democratic
1054178405661339653,2018-10-22 01:11:32,RT @carldemaio: PLEASE SHARE - There is an ERROR on the CA ballot because politicians changed the title on Prop 6 to deceive voters.  Remem…,258,0,0,0,Non-Aligned,Democratic
1054053424822546432,2018-10-21 16:54:54,"RT @rpyers: And in #CA39 this weekend, Democrat @GilCisnerosCA rallied voters with...the district's now-former Democratic state Senator, wh…",8,0,0,0,Democratic,Democratic
1053778290740088832,2018-10-20 22:41:37,RT @MimiWaltersCA: #TeamWalters is having a great time at the headquarters getting out the vote today! Thank you to all the amazing volunte…,41,0,0,0,Democratic,Republican
1053431520382279680,2018-10-19 23:43:40,"Which Central Valley congressman is missing from this photo?
 
@RepJimCosta claims to be a problem solver, but it s… https://t.co/PjCzbXwmAW",25,36,0,1,Non-Aligned,Democratic
1053398551898673152,2018-10-19 21:32:40,"RT @BillEssayli: Enjoyed speaking at the Inland Empire #YesOn6 rally today with @carldemaio, @KenCalvert, @asmMelendez, and other great fig…",33,0,0,0,Non-Aligned,Non-Aligned
1053397185646157824,2018-10-19 21:27:14,"RT @VoteMelindaAvey: Despite a substantiated claim of sexual harassment, my opponent Ken Cooley, while Chair of Rules Committee (which runs…",11,0,0,0,Non-Aligned,Non-Aligned
1053382783320645633,2018-10-19 20:30:01,"Need some #FridayMotivation? Just remember this:
-Millions of CA voters are starting to return their mail-in ballot… https://t.co/qoSf86srFX",41,91,0,1,Democratic,Democratic
1053345034186178561,2018-10-19 18:00:01,The time to fight for California is now – be a voter! Return your mail-in ballot or find your polling place &gt;&gt;&gt;… https://t.co/jl9Zj6cJK2,21,33,0,1,Republican,Republican
1053338824892272641,2018-10-19 17:35:20,RT @AssemblyGOP: Pensions are eating up a larger share of local budgets. We need to keep the promises we’ve made to workers while making su…,19,0,0,0,Non-Aligned,Democratic
1053077231411507200,2018-10-19 00:15:51,RT @dakotacdsmith: John Cox in Burbank this morning rallying to repeal the gas tax. https://t.co/YWJtIYTgY5,278,0,1,0,Non-Aligned,Democratic
1053052279815696385,2018-10-18 22:36:42,"RT @asmMelendez: I’ll be at Dos Lagos tonight, will YOU? #YesOn6 MM https://t.co/JNsWjLwllO",15,0,1,0,Non-Aligned,Non-Aligned
1053043044746842113,2018-10-18 22:00:01,"Happy Birthday to one of our great congressional candidates, @YoungKimCD39 for #CA39! Help make her birthday a good… https://t.co/LvwuczA4Lo",6,14,0,1,Democratic,Democratic
1053027955683713024,2018-10-18 21:00:03,"Under Gavin Newsom’s leadership, California leads the nation in poverty, homelessness, and worst quality of life. G… https://t.co/OYWHBsSKpc",107,118,0,1,Republican,Republican
1053022608747155456,2018-10-18 20:38:48,RT @DanaRohrabacher: #RadicalRouda &amp; his #Unhinged staff didn't come prepared to the debate &amp; made a scene. It is reprehensible that they c…,325,0,0,0,Non-Aligned,Non-Aligned
1052988744268050432,2018-10-18 18:24:14,RT @AssemblyGOP: There are more than a million outstanding warrants throughout California. Now that Capitol Democrats eliminated the bail s…,27,0,0,0,Non-Aligned,Republican
1052988126862274560,2018-10-18 18:21:47,"RT @MimiWaltersCA: A new poll in #CA45 shows that Rep. Mimi Walters holds a 4-point lead over challenger Katie Porter, and has reached the…",123,0,0,0,Non-Aligned,Democratic
1052967547832688640,2018-10-18 17:00:01,Middle and working class Californians can’t afford the extra $800 burden Democrats in Sacramento have pushed on the… https://t.co/MXBMLGjPoN,27,37,0,1,Non-Aligned,Republican
1052960073784291329,2018-10-18 16:30:19,RT @TheRealJohnHCox: Many Californians have to choose between gas to drive to work or groceries to feed their families. That’s a choice nob…,1002,0,0,0,Non-Aligned,Non-Aligned
1052725951992385536,2018-10-18 01:00:00,"Voters across the state received their ballots last week, and we need your help to keep L.A. and Ventura Counties r… https://t.co/NHVXTUexBg",23,37,0,1,Democratic,Democratic
1052677342936481793,2018-10-17 21:46:51,RT @BaileyForAG: I'm honored to receive NLPOA-Advocacy's endorsement. It is a privilege to earn the support of our local Latino officers -…,79,0,0,0,Non-Aligned,Democratic
1052665556011237378,2018-10-17 21:00:00,"Another day, another poll showing @TheRealJohnHCox surging in the polls!

""Newsom loses nearly 3% this week and Cox… https://t.co/BBraRx1qO5",57,106,0,1,Non-Aligned,Democratic
1052649903497728000,2018-10-17 19:57:48,"RT @Coronado4Asm: @AsmVinceFong came to make over 1,000 campaign calls with my volunteers this morning! 😍🇺🇸 ✌️Let's win this! 🇺🇸😍✌️#AD65 #V…",6,0,0,0,Democratic,Democratic
1052625873369686016,2018-10-17 18:22:19,"RT @TheRealJohnHCox: Polls, polls and more polls. There’s a reason Gavin keeps attacking me. #singledigits California Statewide Poll - Week…",672,0,0,0,Non-Aligned,Republican
1052608647837011968,2018-10-17 17:13:52,".@TheRealJohnHCox has a solution for California's homelessness, housing and affordability crisis. Check out what he… https://t.co/V6YH7l8weo",52,66,0,1,Non-Aligned,Republican
1052599702368083968,2018-10-17 16:38:20,"RT @AssemblyGOP: College students are suffering because of the #CAHousingCrisis. Financial aid can’t keep up with housing costs, so student…",10,0,0,0,Non-Aligned,Non-Aligned
1052597375519186944,2018-10-17 16:29:05,RT @SeanFlynnCA: “I am proud to endorse Sean Flynn. Sean’s campaign has made this race one of the best opportunities in CA to go on offense…,20,0,0,0,Non-Aligned,Democratic
1052580897306767362,2018-10-17 15:23:36,RT @carldemaio: The #YesOn6 Gas Tax Repeal Statewide Bus Tour begins today — starting at DeAnza Cove in San Diego 6-9am. Join us at the ral…,52,0,0,0,Republican,Republican
1052357279662493696,2018-10-17 00:35:01,California State Transportation Agency employees have been coordinating with an outside public affairs firm to camp… https://t.co/BKzETxBjDY,32,29,0,1,Democratic,Democratic
1052352302676201472,2018-10-17 00:15:15,RT @frank_scotto: BREAKING NEWS: A report by the Associated Press shows the state transportation agency coordinated frequently with the pub…,20,0,0,0,Non-Aligned,Non-Aligned
1052352223282229248,2018-10-17 00:14:56,RT @KevinKileyCA: Pause? I say Terminate. A pause would only add to the sunk costs of a project that shows no signs of ever getting built.…,27,0,0,0,Democratic,Non-Aligned
1052330252393840640,2018-10-16 22:47:38,RT @TheRealJohnHCox: Proud to be endorsed for #CAGov by the National Latino Peace Officers Association today. #InItToWinIt #HelpIsOnTheWay,801,0,0,0,Non-Aligned,Democratic
1052307734350065665,2018-10-16 21:18:09,"RT @BillEssayli: We are very proud of our newest mailer. Taxes do not come out of thin air, they come out of the bank accounts of hard work…",14,0,0,0,Democratic,Democratic
1052290155183202306,2018-10-16 20:08:18,RT @alschaben: Republican gubernatorial candidate @therealJohnhCox talks to skid row resident James Brown while touring #skidrow with LAPD…,194,0,0,0,Democratic,Non-Aligned
1052289882888916992,2018-10-16 20:07:13,RT @MimiWaltersCA: The @AP released an investigative report showing California State Transportation Agency employees having illegally campa…,48,0,0,0,Non-Aligned,Republican
1052261607038840833,2018-10-16 18:14:51,"RT @sacbee_news: As the political battle to overturn California's gas tax increase intensified, Caltrans coordinated frequently with the pu…",26,0,0,0,Non-Aligned,Democratic
1052246706153127936,2018-10-16 17:15:39,"""When the curtains are pulled back to show the whole picture, the DMV’s collapse is undeniable. As elected represen… https://t.co/u4AKhvC6Kj",22,38,0,1,Non-Aligned,Republican
1052242773687054336,2018-10-16 17:00:01,"We’re proud to have APA CAGOP women like @LingLingChang and @YoungKim on our team, and we look forward to continuin… https://t.co/JF3lnIusIq",9,14,0,1,Republican,Republican
1052239407518904322,2018-10-16 16:46:39,RT @TheRealJohnHCox: Spoke with a woman today that said she had “given up” on the dream of buying a house in California. That’s unacceptabl…,1567,0,0,0,Non-Aligned,Democratic
1052237380126564352,2018-10-16 16:38:35,RT @KTLA: .@AP investigation uncovers emails showing California’s transportation agency coordinated frequently with a PR firm hired by back…,224,0,0,0,Non-Aligned,Non-Aligned
1052234996990132225,2018-10-16 16:29:07,RT @CNBC: Job openings hit record 7.136 million in August. https://t.co/4NJYluyiX3,116,0,0,1,Non-Aligned,Republican
1052223889189683200,2018-10-16 15:44:59,"RT @AssemblyGOP: The reality of the California Dream is that it only exists for the rich – for the ordinary Californian, the Golden State i…",17,0,0,0,Non-Aligned,Democratic
1051989214424780800,2018-10-16 00:12:28,RT @mattsgorman: Dems concede defeat against David Valadao #CA21 https://t.co/idNFCNRi1u,57,0,0,1,Non-Aligned,Non-Aligned
1051986080168366080,2018-10-16 00:00:01,"We know - getting started on Mondays can be difficult, but with just 22 days until the election our… https://t.co/4ZDTof7pOR",11,17,0,1,Non-Aligned,Democratic
1051960236515311616,2018-10-15 22:17:19,"The ‘when they go low, we go high’ message must have missed California Democrats -- not the first report of stolen… https://t.co/2ppg45ssRX",24,26,0,1,Democratic,Democratic
1051952435399294978,2018-10-15 21:46:19,"RT @HouseGOP: Everyday Americans are #BetterOffNow with a thriving economy, stronger military, and safer communities. Don’t let the Democra…",239,0,0,0,Non-Aligned,Democratic
1051940778350665736,2018-10-15 21:00:00,"With three weeks left until the election, @TheRealJohnHCox continues to surge in the polls against career politicia… https://t.co/EEoTOQNeG0",124,138,0,1,Democratic,Non-Aligned
1051934541336571904,2018-10-15 20:35:13,RT @ElizabethHeng: Breaking news! #costalavista https://t.co/rMRVLzoS7r,182,0,1,0,Non-Aligned,Non-Aligned
1051930136201768967,2018-10-15 20:17:43,"RT @duhonatron: In the #SD12 election, both Dem Primary candidates have endorsed @rob4senate over @AnnaSenate 

Daniel Parra of Fowler and…",5,0,0,0,Non-Aligned,Republican
1051924432589975552,2018-10-15 19:55:03,"RT @rob4senate: “As a registered Democrat in District 12, I believe it is about electing the right person, not about party lines. I believe…",18,0,0,0,Democratic,Democratic
1051915049680351232,2018-10-15 19:17:46,"RT @AssemblyGOP: October is National #BullyingPreventionMonth, we encourage you to make a difference, choose kindness and commit to putting…",6,0,0,0,Non-Aligned,Non-Aligned
1051915004440498176,2018-10-15 19:17:35,"RT @BrianDahleCA: On a typical day, there are more than 20,000 phone calls placed to domestic violence hotlines nationwide. 
Share this 24-…",6,0,0,0,Non-Aligned,Non-Aligned
1051883714022535169,2018-10-15 17:13:15,Yes ⬇️ https://t.co/R8Ous18Pma,5,12,0,1,Non-Aligned,Non-Aligned
1051873825497866241,2018-10-15 16:33:57,"RT @TheRealJohnHCox: A great way to kickoff Monday, just received from a Democrat voter in Southern California. People are ready for change…",717,0,0,0,Democratic,Republican
1051637965649141760,2018-10-15 00:56:44,"RT @AssemblyGOP: As #HispanicHeritageMonth comes to a close, today we recognize Romualdo Pacheco, the first and only Latino Governor of Cal…",14,0,0,0,Democratic,Democratic
1051533630051237888,2018-10-14 18:02:08,"As Hispanic Heritage Month comes to a close, remember to vote Republican on November 6. https://t.co/5F2JaiR56B",116,186,1,0,Democratic,Democratic
1051204678279680000,2018-10-13 20:15:00,Gavin Newsom won’t stop until hardworking Californians have nothing left! We have to protect homeowners and Prop. 1… https://t.co/5r8sVkXPvT,144,172,0,1,Democratic,Republican
1051158842938032128,2018-10-13 17:12:52,RT @TeamKnight25: BUSTED! Katie Hill campaign worker steals Steve Knight literature off voter's front door in new video. #CA25 https://t.co…,239,0,0,0,Democratic,Democratic
1050883277391781888,2018-10-12 22:57:52,"RT @Vidak4Senate: The Fresno Bee has endorsed my campaign for re-election. ""Vidak has long opposed high-speed rail, seeing it as a waste of…",20,0,0,0,Non-Aligned,Republican
1050879930425257984,2018-10-12 22:44:34,"RT @dgvaladao: We appreciate all that our Valley farmers do, day in and day out. Because of you, the Central Valley leads the nation in agr…",11,0,0,0,Non-Aligned,Non-Aligned
1050849762423889920,2018-10-12 20:44:41,RT @GJAndrews: LA Daily News: GOP sees @AMuratsuchi vs. @frank_scotto Assembly race as rare L.A-area shot for upset #AD66 #CADeservesBetter…,8,0,0,0,Non-Aligned,Republican
1050806393886756864,2018-10-12 17:52:21,"RT if you agree —&gt; ""But this far into the game, can you really blame anyone who thinks the high-speed rail project… https://t.co/MOz6F7uWB7",25,35,0,1,Non-Aligned,Non-Aligned
1050801022220754944,2018-10-12 17:31:01,RT @ElizabethHeng: CA-16 is ranked as having one of the lowest median incomes in the country -- 412 of 435. Jim Costa would rather advocate…,154,0,0,0,Non-Aligned,Democratic
1050799643078975493,2018-10-12 17:25:32,RT @TheRealJohnHCox: Did you miss our #HelpIsOnTheWay Bus Tour? Well here's the exclusive video recap. The one common theme - is that the p…,339,0,0,0,Non-Aligned,Non-Aligned
1050526071118950400,2018-10-11 23:18:27,"RT @SenAndyVidak: ""Prices hit $3.81 statewide on Wednesday, the highest price since July  2015, and more than 80 cents higher than this tim…",21,0,0,0,Non-Aligned,Non-Aligned
1050517517536395265,2018-10-11 22:44:28,RT @philwillon: The Association of Los Angeles Deputy Sheriffs has endorsed Republican @TheRealJohnHCox for governor. Assn. President Ron H…,509,0,0,0,Democratic,Democratic
1050506331919138816,2018-10-11 22:00:01,Our #thursdaythoughts &gt;&gt;&gt; we’re only 26 days away from the election and it’s important you vote! Check out our onli… https://t.co/RjdV9BB4ns,17,20,0,1,Republican,Republican
1050494899441692672,2018-10-11 21:14:35,.@MarkMeuser &gt;&gt;&gt; “This situation keeps snowballing...It needs to be fixed. It’s vital that Alex Padilla is held acc… https://t.co/mfefuvc9y9,25,39,0,1,Republican,Republican
1050482044164165632,2018-10-11 20:23:30,"RT @KevinKileyCA: The @latimes has another update on the high-speed rail boondoggle. The good news is that, w/ high-speed rail's principal…",11,0,0,0,Non-Aligned,Republican
1050474801054113792,2018-10-11 19:54:44,RT @TedGaines: Imagine how much shorter the lines at the DMV would be if the employees actually showed up to work? https://t.co/ngk4cnlqpf,14,0,1,0,Democratic,Non-Aligned
1050446073800491008,2018-10-11 18:00:34,RT @mflemingterp: .@ericgarcetti probably couldn't get a good look at the problem from Iowa and South Carolina. https://t.co/QCfHjXPwiw,5,0,0,1,Non-Aligned,Democratic
1050445267550392325,2018-10-11 17:57:22,RT @AssemblyGOP: Today we stand in solidarity with young women and girls around the world. Join us in the fight to ensure all girls grow up…,7,0,0,0,Republican,Democratic
1050429815617019913,2018-10-11 16:55:58,RT @carldemaio: It is time to RALLY for Yes on Prop 6 - Gas Tax Repeal Initiative!  Our bus tour will visit every part of the state and we…,63,0,0,0,Non-Aligned,Republican
1050426482152026112,2018-10-11 16:42:43,"RT @CapRadioNews: Republican gubernatorial candidate John Cox traces his underdog spirit back to his ""ardent Democrat"" mother, who was a te…",124,0,0,0,Democratic,Democratic
1050426067377217543,2018-10-11 16:41:05,"RT @KSBY: Congressional candidate Justin Fareed says opponent puts party politics before public safety
https://t.co/h69DuUg5JI",4,0,0,1,Non-Aligned,Democratic
1050420727155806208,2018-10-11 16:19:51,"RT @J_GallagherAD3: 6% increase in state spending ($7 billion), but no money to #fixourroads #priorities #CALeg https://t.co/uRIGOSQHBB",12,0,1,0,Non-Aligned,Democratic
1050196786927652865,2018-10-11 01:30:00,The time to act is now. Voters across the state received their ballots this week and we need your help to keep Oran… https://t.co/9cHTW4tTvX,21,30,0,1,Democratic,Democratic
