,Text,Classification,Sentiment
303,So that is what we will do,Non-Aligned,0.0
304,"Not merely forming a new partnership with Europe, but building a stronger, fairer, moreGlobal Britain too",Conservative,0.3818
305,And let that be the legacy of our time,Non-Aligned,0.0
306, The prize towards which we work,Non-Aligned,0.5106
307, The destinationat which we arrive once the negotiation is done,Labour,0.0
308,"And let us do it not for ourselves, but for those who follow",Non-Aligned,0.0
309, For the country's childrenand grandchildren too,Labour,0.0
310,"So that when future generations look back at this time, they will judge us not only by thedecision that we made, but by what we made of that decision",LibDem,0.0
311,They will see that we shaped them a brighter future,Conservative,0.3818
312,They will know that we built them a better Britain,Labour,0.4404
313,"""",Non-Aligned,0.0
